Date,Price,Open,High,Low,Volume,ChgPct
11-10-2015,7802.50,7895.35,7908.00,7791.15,11.92M,-1.68
11-09-2015,7936.05,7820.00,7954.90,7790.00,16.98M,-0.52
11-06-2015,7977.40,7985.05,8026.00,7946.95,11.17M,-0.15
11-05-2015,7989.40,8053.20,8055.00,7975.10,10.69M,-1.00
11-04-2015,8070.05,8132.55,8145.00,8057.65,8.77M,-0.21
11-03-2015,8087.25,8105.15,8129.70,8055.70,8.21M,0.14
11-02-2015,8076.15,8073.00,8088.00,8022.25,8.81M,-0.23
10-30-2015,8094.70,8142.05,8182.00,8066.20,12.07M,-0.21
10-29-2015,8111.75,8166.00,8168.95,8106.40,12.11M,-0.76
10-28-2015,8173.60,8204.00,8225.00,8140.75,13.67M,-0.86
10-27-2015,8244.25,8237.00,8254.70,8225.00,9.57M,-0.23
10-26-2015,8263.60,8400.00,8723.85,8257.10,9.30M,-0.49
10-23-2015,8304.15,8321.55,8339.95,8286.20,8.89M,-0.12
10-22-2015,8314.00,8226.00,8324.75,8218.00,0,0.63
10-21-2015,8262.30,8254.90,8298.00,8215.50,10.60M,0.10
10-20-2015,8253.90,8273.55,8288.50,8226.10,8.01M,-0.20
10-19-2015,8270.75,8260.00,8282.60,8242.25,7.54M,0.14
10-16-2015,8259.45,8191.55,8266.85,8151.00,11.26M,0.88
10-15-2015,8187.00,8164.00,8206.90,8141.00,9.69M,0.81
10-14-2015,8121.40,8110.00,8148.00,8107.15,8.49M,-0.21
10-13-2015,8138.80,8146.60,8162.45,8093.60,10.91M,-0.13
10-12-2015,8149.60,8226.65,8247.00,8136.50,10.05M,-0.68
10-09-2015,8205.35,8207.70,8248.90,8152.55,12.71M,0.59
10-08-2015,8157.25,8199.00,8199.00,8127.35,9.50M,-0.46
10-07-2015,8194.65,8163.00,8204.70,8142.15,11.01M,0.42
10-06-2015,8160.55,8190.20,8190.20,8105.05,11.08M,0.34
10-05-2015,8132.80,8034.95,8145.00,8030.55,11.90M,1.59
10-02-2015,8005.25,7961.00,8008.50,7891.50,0,0.35
10-01-2015,7976.95,8034.00,8037.00,7952.10,11.74M,-0.04
09-30-2015,7980.35,7929.00,7989.80,7894.00,13.34M,1.33
09-29-2015,7875.85,7720.00,7969.90,7705.00,23.13M,0.64
09-28-2015,7825.50,7890.15,7929.80,7817.80,10.29M,-0.55
09-24-2015,7868.50,7826.50,7896.00,7797.15,16.74M,0.17
09-23-2015,7855.45,7718.00,7889.00,7713.95,17.83M,0.75
09-22-2015,7797.10,8011.35,8013.90,7776.40,21.77M,-2.29
09-21-2015,7980.05,7912.50,7992.00,7902.00,14.42M,-0.03
09-18-2015,7982.55,7965.00,8059.00,7954.40,18.03M,-0.16
09-17-2015,7995.25,7964.25,8049.75,7929.00,0,1.25
09-16-2015,7896.30,7897.00,7919.00,7852.45,11.21M,0.87
09-15-2015,7828.55,7869.00,7887.90,7801.00,10.66M,-0.59
09-14-2015,7875.20,7798.70,7888.80,7765.50,10.27M,1.10
09-11-2015,7789.35,7842.20,7878.00,7760.00,13.49M,-0.24
09-10-2015,7808.25,7735.00,7838.00,7690.05,16.30M,-0.24
09-09-2015,7826.70,7838.00,7865.00,7783.10,17.17M,1.39
09-08-2015,7719.40,7592.00,7752.90,7558.10,17.40M,1.91
09-07-2015,7574.50,7677.75,7725.70,7560.10,13.72M,-1.17
09-04-2015,7664.35,7799.70,7800.00,7632.20,19.53M,-2.27
09-03-2015,7842.55,7794.90,7869.45,7759.00,12.29M,1.30
09-02-2015,7742.15,7860.00,7874.10,7721.30,17.41M,-0.73
09-01-2015,7798.80,7926.25,7946.50,7751.40,17.04M,-2.52
08-31-2015,8000.05,7993.00,8068.40,7961.00,13.47M,-0.28
08-28-2015,8022.70,8101.10,8125.00,7983.15,17.00M,0.93
08-27-2015,7948.95,7891.35,7963.25,7856.15,18.27M,1.90
08-26-2015,7800.70,7860.00,7939.00,7785.10,18.80M,-1.21
08-25-2015,7896.20,7894.75,7926.25,7665.00,24.48M,1.15
08-24-2015,7806.35,8010.10,8074.00,7771.00,33.59M,-6.02
08-21-2015,8306.35,8280.00,8324.90,8222.00,16.95M,-0.88
08-20-2015,8380.05,8468.00,8506.35,8358.40,14.29M,-1.47
08-19-2015,8505.40,8460.00,8534.65,8426.75,9.51M,0.28
08-18-2015,8481.70,8504.95,8531.95,8437.25,9.37M,-0.07
08-17-2015,8488.05,8529.15,8540.55,8411.00,11.24M,-0.64
08-14-2015,8542.70,8444.90,8553.00,8402.10,13.36M,1.93
08-13-2015,8381.00,8405.05,8445.00,8357.00,11.55M,0.19
08-12-2015,8365.45,8452.30,8457.00,8355.00,12.96M,-1.48
08-11-2015,8490.80,8545.30,8560.00,8461.50,10.43M,-0.63
08-10-2015,8544.30,8588.90,8647.90,8503.00,9.29M,-0.58
08-07-2015,8594.10,8599.00,8619.00,8575.20,5.62M,-0.24
08-06-2015,8615.00,8594.40,8641.05,8566.50,7.54M,0.26
08-05-2015,8592.65,8556.00,8618.00,8551.00,7.51M,0.53
08-04-2015,8547.55,8570.00,8577.80,8450.00,14.37M,-0.17
08-03-2015,8561.70,8558.00,8590.00,8550.00,5.27M,-0.09
07-31-2015,8569.65,8483.40,8579.95,8477.65,10.60M,1.76
07-30-2015,8421.80,8401.00,8459.95,8401.00,12.49M,0.53
07-29-2015,8377.65,8385.50,8388.00,8336.85,11.31M,0.32
07-28-2015,8350.95,8373.25,8411.00,8331.00,13.29M,-0.26
07-27-2015,8372.80,8504.90,8504.90,8365.00,13.53M,-1.89
07-24-2015,8534.35,8598.25,8598.25,8524.15,7.99M,-0.81
07-23-2015,8603.70,8650.00,8667.00,8580.55,10.65M,-0.52
07-22-2015,8648.40,8500.20,8664.75,8491.00,12.47M,1.21
07-21-2015,8545.00,8621.55,8649.85,8532.30,9.77M,-0.96
07-20-2015,8628.25,8625.50,8647.70,8576.65,7.43M,0.04
07-17-2015,8625.05,8640.00,8652.80,8610.00,6.71M,-0.02
07-16-2015,8626.65,8560.25,8633.90,8541.00,9.56M,0.99
07-15-2015,8542.05,8464.00,8549.75,8464.00,9.51M,0.90
07-14-2015,8465.90,8489.80,8503.55,8440.00,9.34M,-0.19
07-13-2015,8481.95,8401.65,8493.90,8360.55,13.11M,1.15
07-10-2015,8385.55,8380.15,8402.75,8326.05,10.35M,0.47
07-09-2015,8346.10,8390.00,8416.00,8332.00,9.96M,-0.38
07-08-2015,8378.00,8449.00,8464.00,8342.40,20.54M,-1.63
07-07-2015,8516.60,8536.00,8561.05,8481.10,10.52M,-0.25
07-06-2015,8537.75,8418.00,8547.70,8389.20,14.71M,0.59
07-03-2015,8488.00,8440.00,8497.00,8405.65,9.12M,0.59
07-02-2015,8438.30,8474.90,8477.90,8426.00,9.23M,-0.20
07-01-2015,8455.20,8370.00,8480.00,8360.25,11.30M,0.92
06-30-2015,8377.80,8319.00,8388.00,8293.05,10.95M,0.70
06-29-2015,8319.15,8262.25,8334.00,8191.40,17.15M,-0.75
06-26-2015,8381.65,8361.00,8414.00,8340.00,11.20M,-0.19
06-25-2015,8398.00,8340.00,8433.00,8332.15,12.86M,0.57
06-24-2015,8350.30,8386.25,8418.85,8322.25,11.65M,-0.32
06-23-2015,8377.40,8364.00,8397.90,8330.15,10.40M,0.29
06-22-2015,8353.15,8265.55,8375.00,8251.00,14.09M,1.40
06-19-2015,8237.60,8181.00,8250.25,8181.00,11.43M,0.98
06-18-2015,8157.55,8099.00,8178.70,8089.45,13.70M,0.97
06-17-2015,8079.05,8095.15,8127.00,8042.10,13.46M,0.40
06-16-2015,8047.00,7988.00,8063.80,7946.25,11.22M,0.47
06-15-2015,8009.20,7968.00,8065.00,7944.00,12.56M,0.38
06-12-2015,7978.70,7949.00,7994.00,7931.00,10.18M,0.24
06-11-2015,7959.20,8151.35,8156.00,7950.00,17.44M,-1.98
06-10-2015,8120.05,8025.30,8154.00,8011.00,12.94M,1.11
06-09-2015,8030.60,8024.70,8064.00,8001.10,9.64M,-0.17
06-08-2015,8044.20,8113.00,8127.75,8031.35,9.42M,-0.86
06-05-2015,8114.25,8113.90,8200.00,8101.45,13.51M,-0.34
06-04-2015,8141.60,8137.00,8164.75,8055.25,11.82M,0.06
06-03-2015,8136.35,8204.70,8222.00,8098.70,13.23M,-1.08
06-02-2015,8225.35,8436.00,8438.90,8210.95,20.75M,-2.45
06-01-2015,8431.65,8450.00,8484.80,8421.00,7.75M,-0.32
05-29-2015,8458.65,8324.00,8472.00,8308.50,17.01M,1.68
05-28-2015,8319.00,8348.00,8365.50,8260.10,13.40M,-0.15
05-27-2015,8331.75,8294.00,8344.95,8272.40,11.51M,-0.07
05-26-2015,8337.90,8371.95,8371.95,8310.25,8.85M,-0.37
05-25-2015,8368.45,8439.80,8443.00,8351.15,9.41M,-0.99
05-22-2015,8452.05,8401.15,8488.60,8401.15,9.29M,0.39
05-21-2015,8419.10,8436.35,8444.00,8380.55,9.02M,-0.06
05-20-2015,8424.30,8387.65,8449.75,8376.30,10.34M,0.69
05-19-2015,8366.30,8301.20,8437.00,8264.70,13.82M,-0.08
05-18-2015,8372.80,8283.00,8384.95,8265.25,10.29M,1.35
05-15-2015,8261.20,8255.55,8296.00,8215.00,8.89M,0.28
05-14-2015,8237.80,8245.10,8255.00,8143.00,14.01M,-0.16
05-13-2015,8250.75,8180.00,8279.90,8096.05,22.34M,1.47
05-12-2015,8131.25,8329.00,8332.00,8118.90,16.77M,-2.53
05-11-2015,8342.15,8256.35,8356.85,8242.60,10.71M,1.60
05-08-2015,8210.55,8144.70,8247.00,8134.70,13.87M,1.59
05-07-2015,8082.15,8087.70,8148.70,8020.55,16.59M,-0.49
05-06-2015,8121.75,8344.70,8345.05,8111.30,21.95M,-2.87
05-05-2015,8361.70,8350.10,8397.50,8309.15,11.12M,-0.13
05-04-2015,8372.25,8252.10,8387.70,8250.20,12.46M,1.98
05-01-2015,8209.50,8217.00,8221.50,8200.25,0,0.34
04-30-2015,8181.50,8214.95,8225.00,8136.80,20.35M,-0.69
04-29-2015,8238.25,8222.30,8319.30,8220.10,16.07M,-0.65
04-28-2015,8292.40,8210.00,8324.05,8193.00,16.22M,0.84
04-27-2015,8223.00,8340.10,8347.90,8211.00,13.39M,-1.15
04-24-2015,8318.80,8406.95,8409.00,8280.90,13.19M,-1.03
04-23-2015,8405.35,8500.00,8529.95,8364.50,17.16M,-0.66
04-22-2015,8461.20,8428.90,8483.95,8298.30,18.00M,0.72
04-21-2015,8400.45,8439.90,8501.00,8376.00,14.83M,-0.82
04-20-2015,8469.90,8638.00,8643.00,8446.35,14.91M,-1.96
04-17-2015,8638.85,8704.70,8724.95,8627.00,9.42M,-1.00
04-16-2015,8726.15,8780.00,8788.00,8671.50,13.70M,-0.68
04-15-2015,8786.15,8847.90,8873.65,8757.80,9.43M,-0.47
04-14-2015,8827.75,8864.25,8872.25,8813.25,0,-0.31
04-13-2015,8855.45,8820.05,8872.20,8790.30,8.64M,0.50
04-10-2015,8811.45,8801.20,8823.00,8771.00,6.30M,0.00
04-09-2015,8811.10,8797.90,8820.00,8716.25,11.75M,0.55
04-08-2015,8762.65,8749.60,8778.65,8716.10,9.11M,0.59
04-07-2015,8711.30,8711.65,8733.00,8616.90,13.53M,0.25
04-06-2015,8689.80,8662.35,8696.90,8607.00,8.97M,0.12
04-03-2015,8679.75,8684.25,8689.25,8674.00,0,0.53
04-02-2015,8634.25,8666.75,8705.25,8631.75,0,0.01
04-01-2015,8633.10,8531.10,8645.55,8512.00,10.42M,1.15
03-31-2015,8534.75,8582.35,8605.05,8498.25,9.94M,-0.27
03-30-2015,8557.50,8474.75,8570.00,8452.35,10.16M,1.45
03-27-2015,8434.90,8465.25,8484.85,8357.00,12.42M,1.11
03-26-2015,8342.15,8489.00,8499.90,8328.75,16.34M,-2.26
03-25-2015,8535.00,8580.10,8587.70,8522.45,12.66M,-0.45
03-24-2015,8573.85,8551.25,8653.35,8548.00,18.20M,0.10
03-23-2015,8565.00,8619.95,8625.00,8552.75,8.11M,-0.43
03-20-2015,8602.05,8630.05,8647.00,8578.30,11.01M,-0.39
03-19-2015,8635.85,8765.50,8815.00,8612.15,17.05M,-0.79
03-18-2015,8704.70,8775.00,8775.00,8686.80,10.24M,-0.41
03-17-2015,8740.20,8714.90,8764.90,8645.15,15.16M,0.86
03-16-2015,8665.60,8670.00,8694.00,8640.05,7.73M,-0.10
03-13-2015,8674.40,8873.90,8873.90,8652.15,16.98M,-1.57
03-12-2015,8813.05,8800.05,8824.40,8772.15,7.90M,0.70
03-11-2015,8752.15,8760.00,8809.90,8727.00,10.52M,-0.09
03-10-2015,8760.30,8785.05,8815.20,8712.80,12.05M,-0.28
03-09-2015,8784.85,8855.25,8934.70,8768.30,14.90M,-2.22
03-06-2015,8984.25,8955.00,9007.75,8955.00,0,-0.05
03-05-2015,8988.75,8957.10,9012.40,8882.00,12.75M,0.36
03-04-2015,8956.35,9148.00,9191.00,8926.00,15.47M,-1.09
03-03-2015,9054.85,9000.00,9063.70,8971.00,10.85M,0.60
03-02-2015,9000.70,9025.15,9033.00,8944.10,12.98M,0.40
02-28-2015,8964.65,8960.55,8993.25,8791.00,27.57M,0.84
02-27-2015,8889.95,8769.00,8900.00,8752.30,13.76M,2.37
02-26-2015,8683.85,8781.10,8781.10,8671.15,15.78M,-0.95
02-25-2015,8767.15,8825.00,8847.90,8750.10,15.14M,-0.07
02-24-2015,8773.30,8760.00,8814.00,8726.00,15.30M,0.23
02-23-2015,8753.45,8945.00,8945.00,8735.20,16.52M,-1.08
02-20-2015,8849.45,8905.25,8920.00,8830.20,13.67M,-0.75
02-19-2015,8916.15,8900.00,8939.00,8802.55,12.96M,0.28
02-18-2015,8891.30,8848.00,8927.70,8837.55,8.80M,0.61
02-17-2015,8837.25,8831.00,8844.00,8807.75,0,-0.09
02-16-2015,8845.05,8868.65,8904.95,8829.10,9.29M,0.04
02-13-2015,8841.55,8785.00,8870.65,8762.70,11.01M,1.02
02-12-2015,8752.20,8720.00,8770.00,8626.00,12.23M,0.94
02-11-2015,8670.90,8655.15,8698.00,8610.75,9.28M,0.69
02-10-2015,8611.40,8499.95,8683.50,8498.10,17.00M,0.57
02-09-2015,8562.90,8639.95,8644.00,8553.25,11.77M,-1.71
02-06-2015,8711.90,8738.00,8763.85,8695.50,9.86M,-0.45
02-05-2015,8751.30,8764.90,8891.90,8718.25,14.26M,-0.29
02-04-2015,8776.35,8846.10,8854.00,8755.00,9.87M,-0.38
02-03-2015,8809.90,8895.00,8908.80,8780.00,12.04M,-0.56
02-02-2015,8859.65,8849.70,8925.00,8805.45,10.53M,-0.15
01-30-2015,8872.65,9005.00,9029.50,8827.40,14.75M,-0.89
01-29-2015,8952.35,8891.00,8963.85,8862.30,17.12M,0.54
01-28-2015,8904.65,8908.70,8994.00,8868.50,20.25M,-0.20
01-27-2015,8922.65,8870.00,8938.80,8837.55,14.74M,0.46
01-26-2015,8882.00,8899.25,8931.50,8865.50,0,0.43
01-23-2015,8844.40,8849.40,8875.85,8810.50,10.19M,0.74
01-22-2015,8779.15,8766.00,8790.00,8750.10,8.91M,0.47
01-21-2015,8738.50,8741.15,8760.00,8707.45,10.00M,0.24
01-20-2015,8717.15,8591.25,8731.00,8591.25,12.63M,1.67
01-19-2015,8574.10,8566.25,8588.00,8543.00,7.54M,0.46
01-16-2015,8535.05,8500.00,8554.90,8473.20,10.00M,0.23
01-15-2015,8515.05,8470.00,8564.15,8427.60,20.81M,2.50
01-14-2015,8307.35,8337.50,8348.15,8244.00,12.56M,-0.11
01-13-2015,8316.50,8385.00,8388.90,8279.45,10.25M,-0.53
01-12-2015,8360.55,8304.00,8368.00,8271.35,9.80M,0.54
01-09-2015,8315.50,8306.35,8334.00,8205.00,14.91M,0.71
01-08-2015,8257.25,8209.00,8274.90,8193.10,10.24M,1.42
01-07-2015,8141.85,8150.00,8184.00,8096.00,12.85M,-0.20
01-06-2015,8157.90,8422.00,8422.00,8000.00,20.20M,-3.15
01-05-2015,8422.85,8452.35,8492.00,8406.00,9.07M,-0.42
01-02-2015,8458.40,8352.25,8470.90,8352.25,9.61M,1.37
01-01-2015,8343.80,8320.00,8356.00,8295.20,3.80M,0.07
12-31-2014,8337.85,8326.60,8356.35,8313.25,5.21M,0.24
12-30-2014,8317.95,8324.00,8331.50,8281.75,5.34M,0.02
12-29-2014,8316.45,8285.00,8356.85,8285.00,6.40M,0.52
12-26-2014,8273.75,8274.90,8319.00,8212.50,8.24M,1.22
12-24-2014,8174.10,8275.00,8286.80,8165.10,16.11M,-1.18
12-23-2014,8271.55,8335.00,8370.95,8256.75,17.24M,-0.75
12-22-2014,8334.20,8261.00,8345.50,8237.35,11.36M,1.15
12-19-2014,8239.85,8237.00,8277.00,8226.00,12.56M,0.72
12-18-2014,8180.80,8145.00,8196.70,8103.90,12.18M,1.49
12-17-2014,8060.85,8095.15,8120.00,8007.85,16.80M,-0.68
12-16-2014,8116.00,8218.80,8227.95,8101.10,17.45M,-1.83
12-15-2014,8267.20,8232.00,8288.00,8230.05,8.53M,-0.12
12-12-2014,8276.90,8346.95,8363.00,8266.90,10.38M,-0.78
12-11-2014,8342.10,8370.00,8394.40,8316.00,10.83M,-0.77
12-10-2014,8406.80,8368.80,8429.90,8367.70,8.38M,0.16
12-09-2014,8393.45,8459.00,8477.50,8383.00,11.25M,-1.13
12-08-2014,8489.75,8575.00,8589.00,8483.25,10.09M,-1.08
12-05-2014,8582.55,8619.80,8622.00,8567.90,5.12M,-0.27
12-04-2014,8605.75,8619.75,8628.85,8560.70,8.01M,0.31
12-03-2014,8578.75,8574.95,8594.00,8545.00,6.89M,0.04
12-02-2014,8575.35,8583.95,8601.75,8540.00,10.14M,-0.24
12-01-2014,8595.90,8630.00,8659.95,8588.60,8.03M,-0.49
11-28-2014,8638.35,8576.10,8668.00,8575.00,9.75M,1.70
11-27-2014,8494.20,8484.00,8499.00,8456.80,10.52M,0.17
11-26-2014,8479.40,8460.05,8513.40,8443.90,11.20M,0.15
11-25-2014,8466.50,8539.00,8540.00,8437.05,15.71M,-0.81
11-24-2014,8535.50,8528.65,8539.90,8505.70,7.38M,0.51
11-21-2014,8492.40,8420.50,8512.90,8412.00,9.87M,0.86
11-20-2014,8420.35,8420.15,8428.90,8371.10,7.93M,0.13
11-19-2014,8409.55,8465.45,8469.90,8386.00,8.42M,-0.50
11-18-2014,8451.90,8451.00,8469.40,8432.10,5.81M,-0.01
11-17-2014,8452.95,8406.30,8464.90,8371.00,8.58M,0.43
11-14-2014,8416.65,8388.00,8428.80,8368.25,6.89M,0.44
11-13-2014,8380.10,8430.50,8431.00,8350.05,9.64M,-0.46
11-12-2014,8418.80,8409.65,8447.90,8402.00,8.37M,0.27
11-11-2014,8395.85,8393.00,8407.45,8352.65,7.06M,0.20
11-10-2014,8379.50,8398.00,8416.55,8337.30,7.50M,-0.03
11-07-2014,8381.65,8385.00,8395.00,8325.90,7.43M,-0.27
11-06-2014,8404.25,8391.00,8421.25,8388.25,0,0.29
11-05-2014,8380.15,8383.00,8412.85,8361.10,8.68M,-0.15
11-04-2014,8392.75,8365.75,8410.25,8353.25,0,0.38
11-03-2014,8361.05,8374.90,8388.70,8346.70,7.05M,0.10
10-31-2014,8352.70,8234.95,8358.30,8224.95,13.31M,2.25
10-30-2014,8169.20,8082.75,8172.25,8082.70,13.01M,0.99
10-29-2014,8089.15,8081.25,8095.00,8057.00,10.18M,0.61
10-28-2014,8040.35,8010.05,8051.40,8003.10,10.94M,0.53
10-27-2014,7998.00,8061.50,8061.50,7993.00,8.49M,-0.26
10-24-2014,8018.50,8021.50,8038.50,8012.25,0,-0.07
10-23-2014,8023.85,8036.15,8039.50,8014.95,1.58M,0.13
10-22-2014,8013.80,8010.10,8022.55,7992.10,8.94M,0.85
10-21-2014,7946.40,7915.50,7959.00,7890.65,13.33M,0.62
10-20-2014,7897.25,7920.00,7940.15,7882.05,12.43M,1.03
10-17-2014,7817.05,7804.00,7872.65,7752.20,14.87M,0.50
10-16-2014,7778.10,7869.95,7919.20,7757.10,14.28M,-2.25
10-15-2014,7957.00,7932.00,7964.00,7907.00,0,0.78
10-14-2014,7895.25,7952.00,7952.00,7845.55,12.44M,-0.20
10-13-2014,7911.40,7835.00,7929.90,7817.35,10.62M,0.31
10-10-2014,7886.80,7927.00,7948.00,7870.20,13.42M,-1.30
10-09-2014,7990.35,7936.00,8008.55,7922.30,10.47M,1.20
10-08-2014,7895.50,7870.00,7919.00,7855.00,9.89M,0.06
10-07-2014,7890.90,7929.95,7970.00,7883.25,9.10M,-0.46
10-06-2014,7927.00,7914.25,7944.50,7889.00,0,0.63
10-03-2014,7877.25,7847.75,7884.75,7830.50,0,0.36
10-02-2014,7848.75,7908.75,7917.25,7827.50,0,-1.69
10-01-2014,7983.65,7990.00,8015.00,7971.45,6.41M,-0.19
09-30-2014,7999.15,7981.00,8084.00,7962.50,14.76M,0.07
09-29-2014,7993.90,8015.00,8038.50,7970.00,8.37M,-0.47
09-26-2014,8031.90,7956.00,8057.60,7897.40,17.89M,1.52
09-25-2014,7911.85,8022.40,8024.30,7884.00,14.04M,-1.29
09-24-2014,8015.20,8024.00,8049.80,7959.20,13.71M,-0.21
09-23-2014,8032.20,8143.70,8164.30,8025.10,15.48M,-1.55
09-22-2014,8158.45,8084.00,8176.95,8067.90,12.73M,0.34
09-19-2014,8131.00,8135.00,8166.40,8111.20,10.46M,-0.07
09-18-2014,8136.70,7964.70,8143.75,7956.00,15.91M,1.80
09-17-2014,7992.85,7994.90,8010.50,7962.50,9.24M,0.40
09-16-2014,7960.85,8051.25,8056.50,7952.50,12.10M,-1.26
09-15-2014,8062.55,8100.15,8100.15,8048.50,10.47M,-0.93
09-12-2014,8137.85,8111.05,8148.00,8096.10,7.42M,0.23
09-11-2014,8119.40,8135.25,8148.60,8072.25,10.41M,-0.14
09-10-2014,8130.70,8155.15,8157.00,8107.25,9.32M,-0.63
09-09-2014,8182.20,8200.00,8200.00,8158.00,5.76M,-0.13
09-08-2014,8193.10,8141.25,8197.55,8138.05,7.51M,0.94
09-05-2014,8116.70,8132.60,8150.25,8072.10,10.02M,-0.19
09-04-2014,8132.40,8125.15,8138.85,8092.20,8.23M,-0.10
09-03-2014,8140.45,8140.00,8173.90,8118.00,10.26M,0.23
09-02-2014,8121.45,8054.25,8139.00,8054.25,9.92M,0.64
09-01-2014,8069.45,8021.20,8075.00,8016.35,7.22M,0.45
08-29-2014,8033.50,7977.75,8043.25,7974.25,0,1.00
08-28-2014,7954.35,7952.00,7967.15,7935.25,12.05M,0.29
08-27-2014,7931.60,7930.00,7948.05,7911.15,11.14M,0.32
08-26-2014,7906.50,7895.00,7918.00,7871.55,10.78M,-0.11
08-25-2014,7915.45,7926.00,7979.00,7906.30,10.50M,-0.15
08-22-2014,7927.55,7912.20,7939.80,7906.30,7.20M,0.31
08-21-2014,7903.15,7886.90,7937.05,7867.55,9.58M,0.16
08-20-2014,7890.70,7909.00,7915.50,7881.15,6.87M,-0.24
08-19-2014,7909.65,7896.95,7923.65,7888.50,8.53M,0.41
08-18-2014,7877.70,7790.15,7886.90,7772.60,9.22M,1.04
08-15-2014,7797.00,7812.50,7812.50,7778.50,0,-0.09
08-14-2014,7803.70,7762.00,7811.80,7748.00,9.88M,0.74
08-13-2014,7746.35,7728.10,7776.65,7706.40,13.18M,-0.02
08-12-2014,7748.25,7699.70,7755.90,7663.50,12.38M,1.40
08-11-2014,7641.40,7651.00,7651.00,7611.00,7.13M,0.66
08-08-2014,7591.65,7604.50,7618.90,7560.55,13.01M,-1.02
08-07-2014,7669.65,7679.80,7750.00,7650.00,15.15M,-0.28
08-06-2014,7691.45,7747.70,7759.00,7676.70,12.84M,-1.05
08-05-2014,7772.85,7734.15,7788.60,7655.20,17.37M,0.71
08-04-2014,7718.20,7661.15,7725.90,7646.30,10.59M,1.25
08-01-2014,7622.60,7686.05,7744.90,7611.25,17.33M,-1.28
07-31-2014,7721.30,7776.80,7788.25,7715.20,14.28M,-0.86
07-30-2014,7788.30,7751.65,7794.50,7711.15,15.86M,-0.24
07-29-2014,7806.75,7802.00,7825.00,7797.75,0,0.82
07-28-2014,7743.25,7788.60,7803.00,7721.80,12.74M,-0.55
07-25-2014,7785.70,7820.15,7832.80,7751.30,12.42M,-0.61
07-24-2014,7833.75,7788.90,7839.00,7762.90,10.30M,0.54
07-23-2014,7791.55,7794.95,7806.95,7746.20,12.31M,0.30
07-22-2014,7767.95,7715.25,7773.50,7706.00,12.75M,1.06
07-21-2014,7686.20,7701.35,7719.10,7675.35,7.86M,0.22
07-18-2014,7669.35,7623.70,7692.00,7587.80,13.30M,0.14
07-17-2014,7658.75,7642.00,7674.70,7628.20,9.35M,0.21
07-16-2014,7643.05,7566.00,7662.40,7535.50,13.97M,1.39
07-15-2014,7538.60,7512.00,7548.00,7467.00,12.39M,0.84
07-14-2014,7475.80,7488.20,7505.50,7445.00,10.03M,-0.06
07-11-2014,7480.15,7565.15,7638.80,7466.35,20.53M,-1.27
07-10-2014,7576.65,7611.25,7753.90,7486.05,33.75M,-0.29
07-09-2014,7598.65,7650.00,7669.70,7567.75,16.08M,-0.66
07-08-2014,7648.75,7810.00,7817.85,7620.85,17.63M,-1.92
07-07-2014,7798.60,7810.00,7812.70,7760.10,7.76M,0.21
07-04-2014,7782.50,7754.00,7791.40,7676.75,12.26M,0.60
07-03-2014,7736.05,7761.60,7773.90,7726.30,7.94M,-0.18
07-02-2014,7749.85,7709.95,7758.90,7702.65,10.04M,1.14
07-01-2014,7662.65,7646.50,7678.00,7637.50,8.14M,0.37
06-30-2014,7634.35,7556.00,7649.90,7555.05,10.40M,1.20
06-27-2014,7543.90,7550.00,7569.00,7512.30,8.71M,0.68
06-26-2014,7493.20,7568.60,7570.50,7487.00,15.31M,-1.08
06-25-2014,7574.90,7587.00,7597.70,7567.00,10.46M,-0.27
06-24-2014,7595.55,7530.15,7616.75,7525.60,17.94M,1.20
06-23-2014,7505.75,7538.50,7550.00,7464.40,13.46M,-0.26
06-20-2014,7525.35,7556.70,7578.90,7511.00,10.06M,-0.46
06-19-2014,7560.10,7593.90,7617.15,7520.55,14.28M,-0.12
06-18-2014,7569.40,7655.50,7672.95,7523.40,19.42M,-1.15
06-17-2014,7657.40,7543.00,7665.10,7533.10,13.68M,1.30
06-16-2014,7559.20,7552.50,7577.95,7513.00,12.70M,-0.01
06-13-2014,7560.00,7677.00,7682.00,7542.25,16.82M,-1.37
06-12-2014,7664.65,7640.00,7677.00,7610.00,9.35M,0.36
06-11-2014,7637.15,7670.00,7715.55,7610.00,15.32M,-0.41
06-10-2014,7668.30,7677.50,7680.00,7588.00,13.20M,-0.02
06-09-2014,7669.75,7631.15,7689.45,7624.25,13.11M,1.04
06-06-2014,7590.75,7549.00,7601.80,7512.15,12.31M,1.39
06-05-2014,7486.75,7413.50,7498.00,7376.05,14.07M,0.95
06-04-2014,7416.40,7422.00,7438.90,7402.75,7.04M,-0.07
06-03-2014,7421.40,7385.25,7433.95,7346.00,13.26M,0.68
06-02-2014,7370.95,7255.00,7379.00,7239.65,11.43M,1.90
05-30-2014,7233.65,7275.50,7294.00,7223.10,10.65M,-0.03
05-29-2014,7235.65,7325.00,7330.90,7230.10,17.37M,-1.32
05-28-2014,7332.10,7322.65,7344.40,7303.25,10.40M,0.16
05-27-2014,7320.10,7361.00,7365.50,7281.50,14.39M,-0.57
05-26-2014,7361.80,7450.05,7513.95,7267.00,24.67M,-0.27
05-23-2014,7382.10,7329.00,7395.00,7306.60,16.15M,1.21
05-22-2014,7293.70,7311.00,7337.40,7278.80,11.12M,0.19
05-21-2014,7280.00,7265.10,7316.95,7235.25,12.09M,-0.28
